Ticker,SimFinId,Date,Open,High,Low,Close,Adj. Close,Volume,Shares Outstanding,Returns,SMA_5,SMA_20,Volatility_5,Volatility_20,Volume_Change,RSI_14,Price_Range,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,BB_Width,BB_Position,Momentum_10,Momentum_20,ATR_14,ATR_Ratio,Return_Lag1,Return_Lag2,Return_Lag3,Return_Lag5,Volume_SMA_10,Volume_Ratio,DayOfWeek,Dist_SMA_5,Dist_SMA_20,Target
TSLA,56317,2020-04-22,46.93,48.93,45.91,48.81,48.81,213372465,2775000000.0,0.06408789537463558,48.858000000000004,,0.0541294467012325,,-0.29611729729780545,,0.06187256709690643,3.3420491835288644,2.3918472673347226,0.9502019161941417,,,,,0.3424092409240924,,,,-0.08336413390650325,-0.009998083684522156,0.011607094490222845,0.027712993437219936,278852335.5,0.7651808424606148,2,-0.0009824389045806586,,0
TSLA,56317,2020-04-23,48.51,48.93,46.88,47.04,47.04,198550455,2780566575.0,-0.03693690630868466,48.33,,0.05490795987904815,,-0.06946542985291004,,0.04357993197278905,3.242664255146508,2.56201066489708,0.680653590249428,,,,,0.2855971576933587,,,,0.06408789537463558,-0.08336413390650325,-0.009998083684522156,0.020745100269846883,279723345.0,0.7098100982597645,3,-0.026691495965238964,,3
TSLA,56317,2020-04-24,47.39,48.72,46.55,48.34,48.34,198564180,2780566575.0,0.027261071684965624,47.946000000000005,,0.056922923691580335,,6.912600628394827e-05,,0.044890359950351705,3.2315488354150688,2.695918299000678,0.535630536414391,,,,,0.26544502617801036,,,,-0.03693690630868466,0.06408789537463558,-0.08336413390650325,0.011607094490222845,279104763.0,0.7114324308395984,4,0.008217578108705591,,3
TSLA,56317,2020-04-27,49.17,53.3,49.0,53.25,53.25,310221630,2780566575.0,0.0967384293141974,48.644000000000005,,0.07349092447800372,,0.5623242318931843,,0.08075117370892014,3.577694317558077,2.872273502712158,0.7054208148459189,,,,,0.2269585253456221,,3.3164285714285704,0.062280348759221976,0.027261071684965624,-0.03693690630868466,0.06408789537463558,-0.009998083684522156,276413794.5,1.122308785497317,0,0.09468793684729862,,0
TSLA,56317,2020-04-28,53.04,53.67,50.45,51.27,51.27,228329460,2780566575.0,-0.0378920187939252,49.742,,0.06009033188071819,,-0.2639795619667139,73.76474338540007,0.0628047591183928,3.6501707572136155,3.0278529536124497,0.6223178036011658,,,,,0.08324529896471589,,3.3907142857142847,0.06613447017191895,0.0967384293141974,0.027261071684965624,-0.03693690630868466,-0.08336413390650325,253381974.0,0.9011274811522306,1,0.030718507498693374,,3
TSLA,56317,2020-04-29,52.68,53.55,52.21,53.37,53.37,243239730,2780566575.0,0.040143004550244214,50.653999999999996,,0.056828046674600174,,0.06530156029800094,75.24067388688327,0.025107738429829423,3.8328782725310475,3.1888580173961696,0.6440202551348779,,,,,0.09679408138101109,,3.4399999999999986,0.06445568671538315,-0.0378920187939252,0.0967384293141974,0.027261071684965624,0.06408789537463558,242340445.5,1.0037108312570135,2,0.053618667824850974,,0
TSLA,56317,2020-04-30,57.01,57.99,50.9,52.13,52.13,427077810,2780566575.0,-0.02350819156583884,51.672000000000004,,0.05382888366091184,,0.7557896894557481,71.18953452996655,0.13600613849990414,3.833428282850619,3.31777207048706,0.5156562123635591,,,,,0.04931561996779399,,3.820714285714285,0.07329204461374035,0.040143004550244214,-0.0378920187939252,0.0967384293141974,-0.03693690630868466,254061433.5,1.681002126597857,3,0.008863601176652702,,0
TSLA,56317,2020-05-01,50.33,51.52,45.54,46.75,46.75,487977105,2780566575.0,-0.10892634304531866,51.354,,0.07842107128266473,,0.14259531535951253,55.06807866868382,0.1279144385026739,3.360999621045721,3.3264175805987923,0.03458204044692881,,,,,-0.06983684838838033,,3.9149999999999996,0.08374331550802139,-0.02350819156583884,0.040143004550244214,-0.0378920187939252,0.027261071684965624,283166788.5,1.7232850913941131,4,-0.08965221793823265,,3
TSLA,56317,2020-05-04,46.73,50.8,46.53,50.75,50.75,288556350,2780566575.0,0.08209736218720061,50.854,,0.07372647046850292,,-0.40866826118819655,55.163043478260875,0.08413793103448268,3.2716495342066025,3.3154639713203546,-0.0438144371137521,,,,,0.019895498392282995,,3.7871428571428565,0.07462350457424348,-0.10892634304531866,-0.02350819156583884,0.040143004550244214,0.0967384293141974,289902558.0,0.9953563431475482,0,-0.00204507020096746,,2
TSLA,56317,2020-05-05,52.65,53.26,50.81,51.21,51.21,254874840,2780566575.0,0.009023207552562246,50.842,47.447,0.07219793109442578,,-0.11672420308892872,53.953488372093034,0.04784221831673493,3.2010573062362795,3.2925826383035397,-0.09152533206726021,57.69522059009064,37.19877940990936,0.43198603031132166,0.6835928475055745,0.11861074705111396,,3.760714285714285,0.07343710770775795,0.08209736218720061,-0.10892634304531866,-0.02350819156583884,-0.0378920187939252,285076402.5,0.8940580060813698,1,0.0072381102238307325,0.07930954538748494,3
TSLA,56317,2020-05-06,51.77,52.65,50.74,52.17,52.17,166848465,2780566575.0,0.018572791559842504,50.602000000000004,48.2375,0.06978627161943059,0.058833210485192834,-0.3453709867949304,53.86766076421249,0.03661107916427059,3.1858519161599688,3.2712364938748255,-0.08538457771485675,57.24931651178635,39.22568348821365,0.3736435972754123,0.7181857561600803,0.06883835279655814,0.43481848184818483,3.645714285714284,0.06988143158355921,0.009023207552562246,0.08209736218720061,-0.10892634304531866,0.040143004550244214,280424002.5,0.5949863902966009,2,0.030986917513141726,0.08152371080590837,1
TSLA,56317,2020-05-07,51.81,53.09,51.49,52.0,52.0,172915290,2780566575.0,-0.0032638984528739925,50.576,49.007999999999996,0.06899401803625851,0.058972517329893046,0.036361287471239345,52.73757079924481,0.030769230769230795,3.124071602953059,3.2418035156904725,-0.11773191273741368,56.29720932828648,41.71879067171351,0.29747018153307553,0.705234879755014,0.1054421768707483,0.42115332057939314,3.6185714285714274,0.06958791208791207,0.018572791559842504,0.009023207552562246,0.08209736218720061,-0.02350819156583884,277860486.0,0.6223097515204087,3,0.028155646947168607,0.06105125693764293,3
TSLA,56317,2020-05-08,52.92,54.93,52.47,54.63,54.63,241951305,2780566575.0,0.04933946382619892,52.152,49.8295,0.03449125889032788,0.05913183983956667,0.3992476026845284,57.180772633441464,0.045030203185063164,3.2498668378712594,3.24341618012663,0.0064506577446294955,55.51746504171652,44.141534958283486,0.22829709476179838,0.92198747397288,0.13011998345055842,0.43010471204188483,3.573571428571427,0.0654140843597186,-0.0032638984528739925,0.018572791559842504,0.009023207552562246,-0.10892634304531866,282199198.5,0.8573777185975955,4,0.047514956281638314,0.09633851433387851,1
TSLA,56317,2020-05-11,52.7,54.93,52.33,54.09,54.09,247794015,2780566575.0,-0.009933856524290624,52.82000000000001,50.364000000000004,0.023224905849319875,0.05342024094380215,0.024148288846799204,63.63636363636364,0.048068034756886695,3.268311915509493,3.2483953272032027,0.019916588306290173,55.48929495941964,45.23870504058037,0.20353009925421464,0.8634912750876991,0.015774647887323967,0.2463133640552997,3.3807142857142845,0.06250165068800674,0.04933946382619892,-0.0032638984528739925,0.018572791559842504,0.08209736218720061,275956437.0,0.8979461312583913,0,0.024043922756531538,0.07398141529664043,1
TSLA,56317,2020-05-12,55.13,56.22,53.87,53.96,53.96,238603575,2780566575.0,-0.002406294543780497,53.370000000000005,50.695499999999996,0.024224091256455735,0.05040732745452607,-0.03708903138762254,59.33986216902429,0.04355077835433657,3.235147096958144,3.245745681154191,-0.010598584196046978,55.85208587582292,45.53891412417707,0.20343367264640558,0.81653695668154,0.052467329822508235,0.14008028734417932,3.3235714285714275,0.061593243672561665,-0.009933856524290624,0.04933946382619892,-0.0032638984528739925,0.009023207552562246,276983848.5,0.8614349764152404,1,0.011054899756417392,0.06439427562604187,0
TSLA,56317,2020-05-13,54.72,55.07,50.89,52.73,52.73,285982365,2780566575.0,-0.023058477797176808,53.48199999999999,50.899,0.027651408130181528,0.05056391378260683,0.19856697453087202,60.52534221235664,0.07927176180542386,3.0741758334554277,3.2114317116144386,-0.13725587815901097,56.03856746080934,45.75943253919066,0.20195160851133967,0.6781278302076869,-0.011991755667978277,0.08364159473900545,3.475714285714285,0.06591530979924683,-0.002406294543780497,-0.009933856524290624,0.04933946382619892,0.018572791559842504,281258112.0,1.0167968595337795,2,-0.014060805504655686,0.035973201831077155,3
TSLA,56317,2020-05-14,52.0,53.56,50.93,53.56,53.56,205232820,2780566575.0,0.015617967280593432,53.794000000000004,51.093,0.028016620923315527,0.050487575510387746,-0.2823584768941959,59.82680722891566,0.04910380881254672,2.9792362300449753,3.1649926153005463,-0.18575638525557103,56.330802271141835,45.85519772885817,0.20503013215672716,0.7354995351382554,0.027431421446383997,0.07809983896940431,3.508571428571428,0.06550730822575482,-0.023058477797176808,-0.002406294543780497,-0.009933856524290624,-0.0032638984528739925,259073613.0,0.7921795570898222,3,-0.004349927501208346,0.04828450081224431,1
TSLA,56317,2020-05-15,52.69,53.67,52.44,53.28,53.28,157776420,2780566575.0,-0.005241494590838067,53.524,51.24400000000001,0.013985149845361294,0.05049031524790865,-0.23123202224673423,50.06839945280438,0.02308558558558566,2.848565757514905,3.101707243743418,-0.2531414862285133,56.5543133022846,45.933686697715416,0.20725600274313444,0.6917024367586816,0.1396791443850267,0.06008754476721068,3.242142857142857,0.060851029601029595,0.015617967280593432,-0.023058477797176808,-0.002406294543780497,0.04933946382619892,226053544.5,0.6979603896456488,4,-0.004558702638068899,0.039731480758722855,3
TSLA,56317,2020-05-18,55.19,55.65,53.59,54.24,54.24,175471530,2780566575.0,0.01785761740000647,53.553999999999995,51.467999999999996,0.016779738483689476,0.05049948430311599,0.11215307078205994,57.101865136298414,0.03797935103244829,2.790307515418526,3.0394272980784396,-0.24911978265991364,56.891487322456065,46.04451267754393,0.21075181947835817,0.7555551285722084,0.06876847290640398,0.090032154340836,3.1814285714285715,0.05865465655288664,-0.005241494590838067,0.015617967280593432,-0.023058477797176808,-0.009933856524290624,214745062.5,0.8171155506776786,0,0.01280950069089157,0.05385870832361867,1
TSLA,56317,2020-05-19,54.34,54.8,53.74,53.87,53.87,144547830,2780566575.0,-0.006844906939697777,53.536,51.8725,0.017090037354704102,0.0462252061071987,-0.1762320075513104,51.30344108446298,0.01967700018563199,2.6833495477883886,2.9682117480204298,-0.2848622002320411,56.681731802098476,47.06326819790153,0.18542510201353216,0.7076734998641987,0.05194297988674079,0.17671472258628218,3.0942857142857143,0.05743986846641386,0.01785761740000647,-0.005241494590838067,0.015617967280593432,-0.002406294543780497,203712361.5,0.7095682801752804,1,0.0062387925881648995,0.03850787989782631,2
TSLA,56317,2020-05-20,54.7,55.07,54.12,54.37,54.37,109639065,2780566575.0,0.009238794465386883,53.864,52.1505,0.011563759535211259,0.044318725699256156,-0.24150321039063682,56.073752711496724,0.017472871068604064,2.608857128160352,2.8963408240484143,-0.2874836958880622,56.85602407730582,47.444975922694184,0.18045940412098896,0.7358398303288236,0.04216982940387193,0.11391108379430426,2.6735714285714285,0.04917365143592843,-0.006844906939697777,0.01785761740000647,-0.005241494590838067,-0.023058477797176808,197991421.5,0.5537566434412412,2,0.00939402940739641,0.04255951524913465,3
TSLA,56317,2020-05-21,54.4,55.5,53.07,55.17,55.17,182737860,2780566575.0,0.014606796126510179,54.186,52.557,0.01136335433559336,0.043212440723436614,0.6667221669575529,80.37518037518032,0.04404567699836867,2.5845812195838533,2.833988903155502,-0.24940768357164878,56.78397154249377,48.33002845750624,0.16085284709910247,0.8090865379304661,0.06096153846153851,0.17283163265306123,2.3764285714285713,0.04307465237318418,0.009238794465386883,-0.006844906939697777,0.01785761740000647,0.015617967280593432,198973678.5,0.9184021795124022,3,0.01815967224006204,0.0497174496261202,0
