Ticker,SimFinId,Date,Open,High,Low,Close,Adj. Close,Volume,Shares Outstanding,Returns,SMA_5,SMA_20,Volatility_5,Volatility_20,Volume_Change,RSI_14,Price_Range,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,BB_Width,BB_Position,Momentum_10,Momentum_20,ATR_14,ATR_Ratio,Return_Lag1,Return_Lag2,Return_Lag3,Return_Lag5,Volume_SMA_10,Volume_Ratio,DayOfWeek,Dist_SMA_5,Dist_SMA_20,Target_Binary,Target_Multi
AAPL,111052,2020-04-07,67.7,67.92,64.75,64.86,62.69,202887324,17295948000.0,,,,,,,,0.048874498920752414,0.0,0.0,0.0,,,,,,,,,,,,,,,1,,,1,3
AAPL,111052,2020-04-08,65.69,66.84,65.31,66.52,64.3,168895284,17295948000.0,0.025271553445554887,,,,,-0.16754146749946786,,0.023000601322910423,0.13242165242165527,0.026484330484331055,0.10593732193732422,,,,,,,,,,,,,,,2,,,1,2
AAPL,111052,2020-04-09,67.17,67.52,66.17,67.0,64.76,162116492,17295948000.0,0.007189965066239271,,,,,-0.04013606442676043,,0.0201492537313432,0.2729523299323944,0.07577793037394372,0.19717439955845067,,,,,,,,,0.025271553445554887,,,,,,3,,,1,3
AAPL,111052,2020-04-13,67.08,68.42,66.46,68.31,66.03,131022924,17295948000.0,0.019363549352791855,,,,,-0.19179768582705325,,0.028692724344898373,0.484445569236442,0.15751145814644338,0.3269341110899986,,,,,,,,,0.007189965066239271,0.025271553445554887,,,,,0,,,1,3
AAPL,111052,2020-04-14,70.0,72.06,69.51,71.76,69.37,194994688,17295948000.0,0.049271049006782835,67.69,,,,0.48824863655157014,,0.03553511705685614,0.9198383285859251,0.30997683223433975,0.6098614963515854,,,,,,,,,0.019363549352791855,0.007189965066239271,0.025271553445554887,,,,1,0.06012704978578826,,0,1
AAPL,111052,2020-04-15,70.6,71.58,70.16,71.11,68.73,131154564,17295948000.0,-0.009099243855114146,68.94,,0.021697013819608528,,-0.32739416983502645,,0.019969062016594034,1.1986236719100418,0.4877062001694802,0.7109174717405616,,,,,,,,,0.049271049006782835,0.019363549352791855,0.007189965066239271,,,,2,0.03147664635915291,,1,2
AAPL,111052,2020-04-16,71.84,72.05,70.59,71.67,69.28,157125160,17295948000.0,0.007844276110401317,69.97,,0.021716830442326345,,0.19801519068753115,,0.020371145528114885,1.4480580728402117,0.6797765747036265,0.7682814981365852,,,,,,,,,-0.009099243855114146,0.049271049006782835,0.019363549352791855,0.025271553445554887,,,3,0.024296126911533555,,0,0
AAPL,111052,2020-04-17,71.17,71.74,69.22,70.7,68.34,215249912,17337340000.0,-0.013626677103300821,70.71000000000001,,0.025272131621769965,,0.36992644589828894,,0.035643564356435585,1.549602881855705,0.8537418361340422,0.6958610457216629,,,,,,,,,0.007844276110401317,-0.009099243855114146,0.049271049006782835,0.007189965066239271,,,4,-0.00014142271248769784,,0,0
AAPL,111052,2020-04-20,69.49,70.42,69.21,69.23,66.92,130015000,17337340000.0,-0.021011278212593038,70.894,,0.028121746331345166,,-0.3959811700178535,,0.01747797197746653,1.4942365312911363,0.9818407751654611,0.5123957561256752,,,,,,,,,-0.013626677103300821,0.007844276110401317,-0.009099243855114146,0.019363549352791855,,,0,-0.02347166191779278,,0,0
AAPL,111052,2020-04-21,69.07,69.31,66.36,67.09,64.85,180991572,17337340000.0,-0.03139929311513742,69.96000000000001,,0.014592431120253376,,0.3920822366650001,,0.043970785511998844,1.2631177491531957,1.038096169963008,0.22502157919018773,,,,,,,,,-0.021011278212593038,-0.013626677103300821,0.007844276110401317,0.049271049006782835,167445292.0,1.0808997364942337,1,-0.041023441966838256,,1,3
